id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
1000,2012-01-31,54,35,1,NA,NA,NA,NA,NA,NA,Investment,Izmajlovo,15045565.2,102828,0.637398943,0.006076152,4992,1313,4,5285,4339,6,0,645,6,0,16,3,no,0,6,0,no,no,no,yes,no,no,no,no,122862,54990,67872,10988,5655,5333,65499,34167,31332,26341,7961,18380,4992,2602,2390,5285,2693,2592,13203,6882,6321,24605,11742,12863,9633,4966,4667,531,85,39,3,356,13,32,0,3,0,530,2,4,442,59,23,119,0.93849543,0.638661051,5.174802744,0.431233562,0.278235053,0.39301694,2.953713349,0.387310983,0.935813608,14.81529,1.379247,12.25042,4.942668629,59.31202355,18,4.942668629,6.318504879,18,0.160710582,1.928526979,1.002454591,no,3.516933909,6.320470186,8.59739461,9.339050642,11.11315885,2.780175109,10,no,3.516933907,1,0.291421327,no,9.521695668,97,3.287006512,7,4.479337615,16.3589522,0.988100511,1.128619683,3.39079817,6.037645885,19.26922508,0.657924725,0.663193227,3.123036579,3.110325927,2.079842112,0.812303779,1.61458687,7.507537716,0.56678743,2.157930321,0.39301694,0.191004227,1.412084721,0.741919282,0.663967492,1.236574619,1.028145096,9.439990979,5.548255057,4.92353956,0.914889195,0.248161323,good,6.19,0,0,0,1,16899,5,620,1e3,810,0,2,1,2,0,0,0,0,0,0,0,0,1,28.35,0.35,0,0,1,16899,7,700,1142.86,921.43,0,3,1,2,1,0,0,0,0,0,1,5,2,42.21,1.29,1,5000,2,23334,19,600,1027.78,813.89,1,6,7,4,1,0,0,2,4,0,1,6,2,47.2,0.73,1,5000,5,60634,28,755.56,1259.26,1007.41,1,8,8,7,3,1,0,2,4,0,1,9,3,43.91,8.36,5,90937,14,277056,68,704.62,1176.92,940.77,3,21,20,17,5,2,0,2,9,0,1,29,5,29.85,13.15,41,776254,29,821272,168,657.5,1118.75,888.13,8,49,60,36,13,2,0,13,18,0,6,75,10,7250000
1001,2012-01-31,35,19,10,NA,NA,NA,NA,NA,NA,Investment,Hovrino,5264733.751,80791,0.184282943,0.050755569,5195,3082,4,5469,7123,4,0,145,0,0,10,2,no,0,1,1,no,no,no,no,no,no,no,no,81887,37070,44817,11356,5819,5537,47628,23527,24101,21807,6668,15139,5195,2621,2574,5469,2842,2627,12655,6470,6185,21910,10290,11620,10012,5135,4877,254,58,1,0,18,14,162,0,1,0,253,0,0,113,52,88,12,1.897382479,1.230656893,14.13402837,1.177835698,0.141020435,0.3599297,0.300930889,0.375444562,0.495334029,18.4448,1.48712,5.499282,1.322893112,15.87471735,12,1.82816883,2.563457646,12,0.245574154,2.946889844,1.304344256,no,1.478967241,10.59955439,13.37764503,14.04868771,15.44433705,0.952891233,8,no,1.478967229,1,0.274321048,no,13.72605767,121,15.00418072,1,21.5744656,2.738837869,1.179421,0.980739731,2.078797919,1.181122572,16.32945427,6.041344579,0.548109276,4.723724157,1.839360942,7.469053682,3.602764697,1.825996386,7.228536054,3.714566131,4.023803372,2.767092722,0.960461042,1.285719953,0.890715424,0.3599297,1.083124791,1.085524688,6.662099212,19.56832931,9.508930669,4.820544185,0.829567339,satisfactory,2.75,0.04,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36,14.43,0,0,2,8499,6,666.67,1166.67,916.67,0,0,4,2,0,0,0,0,0,0,0,2,0,12.71,21.78,1,6957,5,124099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,6,0,12.23,19.39,2,30257,7,128499,20,711.11,1194.44,952.78,2,1,9,8,0,0,0,3,4,0,0,10,0,14,16.08,6,76257,13,283539,53,691.67,1156.25,923.96,5,14,16,14,3,1,0,7,8,0,0,20,1,14.5,15.96,30,834791,36,1205497,145,729.63,1229.63,979.63,10,30,53,38,10,4,0,11,10,0,1,43,4,5500000
1002,2012-01-31,37,22,9,NA,NA,NA,NA,NA,NA,Investment,Losinoostrovskoe,5361326.947,80917,0.197068419,0.036122292,4169,1926,3,4378,6839,4,0,1036,1,0,11,3,no,0,1,0,no,no,no,yes,no,no,no,no,79576,39261,40315,9111,4645,4466,49063,24680,24383,22743,6799,15944,4169,2104,2065,4378,2265,2113,10264,5255,5009,14204,7376,6828,7964,4077,3887,230,52,0,0,83,2,93,0,0,0,231,0,1,125,87,18,63,2.905111192,2.247038751,26.96446501,2.247038751,0.092247291,0.397059653,0.255323703,0.02902882,0.441432628,23.04043,1.62898,7.225366,2.136296251,25.63555501,25,2.208936136,2.962532132,84,0.096360737,1.156328839,0.409238803,no,1.950830773,9.538356667,12.06015344,12.70933812,14.27375278,1.363791559,15,no,1.868008506,42,0.627669411,no,10.43610074,101,19.70605712,7,14.34156386,10.30123745,0.781490137,3.493782572,4.229031038,2.480704805,4.227480516,1.324855885,0.257328889,4.198636722,4.97698507,1.145947113,0.882651237,1.471129355,1.223955143,1.603705323,3.744672349,1.162271702,0.500972978,1.494792481,0.971002107,0.397059653,0.879492367,1.342220574,2.816179125,7.670556225,7.44546817,4.925252498,0.407991624,good,18.21,0.24,0,0,0,0,2,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,1,0,12.74,4.41,0,0,1,7670,5,400,750,575,3,1,1,0,0,0,0,2,0,0,0,7,0,13.57,4.15,1,4150,3,57170,16,518.18,909.09,713.64,5,4,5,2,0,0,0,3,2,0,0,11,1,18.33,2.34,2,6650,5,69870,23,547.06,941.18,744.12,6,6,7,4,0,0,0,6,4,0,1,20,1,18.51,2.5,9,111536,9,1633828,49,625,1050,837.5,9,15,12,10,3,0,0,7,6,1,1,35,1,24.53,6.46,19,349779,26,3305166,89,649.33,1100,874.67,14,24,26,18,7,0,0,11,10,1,3,50,2,5300000
1003,2012-01-31,51,30,15,NA,NA,NA,NA,NA,NA,Investment,Kosino-Uhtomskoe,14883622.34,72131,0.024444186,0.158249043,7567,3848,4,5731,8687,5,0,NA,1,0,4,2,no,0,0,0,no,yes,no,yes,no,no,no,no,102828,47783,55045,13954,7202,6752,49242,24606,24636,8935,2488,6447,7567,3867,3700,5731,3000,2731,15057,7784,7273,26154,13689,12465,12659,6564,6095,1204,12,793,36,179,14,97,0,64,9,1204,298,382,306,42,176,19,1.67793719,0.719108806,8.629305671,0.719108806,0.089422552,0.287084521,0.919635926,0.785067326,0.296044009,3.645498,2.521188,2.299242,3.293011102,39.51613323,35,3.618454166,5.224698436,11,0.172061595,2.064739145,1.189032273,no,3.570599953,11.54851125,15.49624569,16.22647805,17.60373258,2.709711591,11,no,2.74305879,7,2.311276144,no,22.9463101,5,7.896743668,3,8.7549151,15.50778728,1.573918402,3.86068676,9.985977073,2.695244738,12.7436497,1.430263133,0.838247021,4.498657835,4.498657835,16.07120537,4.157468763,3.148980539,14.79680963,1.018911302,6.590468954,3.299210448,2.115144895,3.809650481,0.507734514,0.287084521,2.539005725,2.527835268,9.199579091,6.301848811,5.6454372,4.771401744,0.163222756,good,0,6.61,0,0,0,0,2,750,1250,1e3,0,0,1,1,0,0,0,0,0,0,0,0,0,4.49,8.08,0,0,0,0,2,750,1250,1e3,0,0,1,1,0,0,0,0,0,0,0,1,1,6.75,7.34,0,0,0,0,2,750,1250,1e3,0,0,1,1,0,0,0,0,0,0,0,1,1,13.18,10.13,0,0,0,0,2,750,1250,1e3,0,0,1,1,0,0,0,0,0,0,0,1,1,15.95,9.15,0,0,1,36600,6,833.33,1333.33,1083.33,0,0,2,4,0,0,0,2,3,0,0,2,1,14.43,7.61,2,138650,18,372816,33,712.5,1203.13,957.81,1,6,14,10,1,1,0,5,9,0,2,17,6,7300000
1004,2012-01-31,32,18,7,NA,NA,NA,NA,NA,NA,Investment,Chertanovo Severnoe,6206098.885,111874,0.12812331,0.089039719,4720,2881,5,7976,6784,5,0,NA,0,0,10,3,no,0,11,5,no,no,no,no,no,no,no,no,125354,56569,68785,13326,5986,7340,73503,34020,39483,25045,6881,18164,4720,2321,2399,7976,3355,4621,14552,6590,7962,27006,12822,14184,12093,5372,6721,158,24,0,0,0,3,131,0,0,0,157,0,0,56,93,8,142,3.685282495,2.024953838,9.904871304,0.825405942,0.113662264,0.307774476,3.518790795,0.235224434,0.993911904,5.699095,2.026955,3.408335,4.553911606,54.64693928,21,5.319108497,7.947577576,21,0.257583533,3.091002391,0.894671237,no,5.420844601,8.240621738,11.44117905,12.86934894,13.49903013,0.919752028,2,no,5.388461626,40,1.623108856,no,13.49786544,32,8.854168227,9,13.22373918,5.179241804,1.826849245,1.581609217,5.832759498,1.130655369,9.3327572580000009,3.731869745,0.303146654,1.583654373,9.025393647,9.845250485,1.762687729,3.401975566,16.40751375,3.898385224,4.451389724,0.307774476,0.465769864,0.881456602,0.358845215,0.307774476,0.846913759,0.886152774,2.438463465,4.8958838,5.02473217,3.593059158,0.2083608,poor,4.17,0,0,0,1,40000,6,820,1300,1060,1,2,0,2,1,0,0,0,0,0,0,1,0,8.58,0.02,1,64160,6,299100,17,653.33,1066.67,860,2,6,3,5,1,0,0,1,1,0,0,4,0,14.63,7.08,4,437562,9,368100,23,635,1025,830,3,9,3,7,1,0,0,2,1,0,0,8,0,17.5,13.33,7,494562,17,818003,44,646.34,1073.17,859.76,3,15,11,12,3,0,0,2,4,0,0,11,0,26.36,19.59,11,589845,21,925086,64,625.42,1050.85,838.14,5,23,17,14,5,0,0,2,8,1,0,21,4,26.16,17.82,29,1430681,49,1603039,139,655.73,1103.05,879.39,8,43,43,34,10,1,0,6,28,1,3,42,12,4300000
1005,2012-01-31,101,NA,14,NA,NA,NA,NA,NA,NA,OwnerOccupier,Izmajlovo,15045565.2,102828,0.637398943,0.006076152,4992,1313,4,5285,4339,6,0,645,6,0,16,3,no,0,6,0,no,no,no,yes,no,no,no,no,122862,54990,67872,10988,5655,5333,65499,34167,31332,26341,7961,18380,4992,2602,2390,5285,2693,2592,13203,6882,6321,24605,11742,12863,9633,4966,4667,531,85,39,3,356,13,32,0,3,0,530,2,4,442,59,23,119,2.407069701,1.925655763,21.44041675,1.786701396,0.659906275,0.872979841,1.930507271,0.207675569,0.457279747,15.01614,0.458244,13.38507,4.531722828,54.38067394,18,4.540645353,5.675806683,18,0.154958928,1.85950714,0.289734103,no,4.452368383,5.720519208,7.946592079,8.694967848,10.48800676,3.669179113,10,no,4.424679596,12,1.056147197,no,9.119672392,97,3.748219517,7,4.834999731,15.95016997,1.973508908,1.673146475,2.653598782,7.05613951,19.73043808,1.565850421,0.446427835,3.584249585,2.939843242,1.677818835,1.336721154,2.078088023,7.10551444,0.801077447,2.619143327,0.872979841,1.219604707,1.020781189,0.56519714,0.983389084,0.468389537,0.478143906,9.132566797,5.146231781,4.734526361,0.631015095,0.43897126,good,15.97,0.24,0,0,0,0,1,500,1e3,750,0,0,1,0,0,0,0,1,1,0,0,1,0,22.47,2.91,0,0,0,0,6,760,1300,1030,1,1,2,1,1,0,0,2,3,0,1,6,0,25.34,6.71,3,81600,6,72389,25,795.83,1333.33,1064.58,1,7,7,5,4,1,0,2,4,0,1,14,3,28.04,11.68,3,81600,10,111756,45,669.77,1127.91,898.84,2,16,13,9,4,1,0,2,6,0,1,19,3,30.04,17.44,11,154075,15,297056,76,695.83,1173.61,934.72,4,22,25,17,6,2,0,4,10,0,2,35,5,33.79,12.75,55,1079280,30,553662,160,676,1143.33,909.67,10,48,52,34,13,3,0,13,23,0,5,81,8,18237600
1006,2012-01-31,60,44,5,NA,NA,NA,NA,NA,NA,Investment,Hovrino,5264733.751,80791,0.184282943,0.050755569,5195,3082,4,5469,7123,4,0,145,0,0,10,2,no,0,1,1,no,no,no,no,no,no,no,no,81887,37070,44817,11356,5819,5537,47628,23527,24101,21807,6668,15139,5195,2621,2574,5469,2842,2627,12655,6470,6185,21910,10290,11620,10012,5135,4877,254,58,1,0,18,14,162,0,1,0,253,0,0,113,52,88,88,4.737790644,2.916166129,34.18519816,2.848766513,0.249313051,0.21871766,0.813051003,0.66724094,0.652929149,20.27033,1.66806,4.541897,2.206597795,26.47917354,54,2.206597795,3.529866147,54,0.25188134,3.022576084,0.894866758,no,3.564471697,8.534747872,11.31858965,11.99626791,13.38439242,2.017848689,14,no,2.870578794,5,1.045440721,no,10.8365575,121,10.46933902,5,19.78064906,2.008905433,2.812612851,0.838746143,3.746918491,1.69948777,19.92821559,2.592826955,0.195799168,1.382829827,4.537954638,4.579553519,2.158064106,1.358105776,3.543875243,1.341198148,2.438300725,1.000760486,1.323118559,0.836278456,0.649867241,0.21871766,0.878090054,0.905300369,5.564699017,10.12408339,7.827777621,4.762459513,0.24672617,poor,0,0,0,0,0,0,3,833.33,1333.33,1083.33,0,0,1,2,0,0,0,0,0,0,0,1,0,5.14,3.86,2,35000,0,0,12,690.91,1136.36,913.64,1,2,4,5,0,0,0,1,1,0,0,10,0,13.54,7.82,4,69427,1,3000,26,595.83,1020.83,808.33,2,6,11,7,0,0,0,2,3,0,0,11,0,14.71,12.94,6,87427,7,142640,35,554.55,954.55,754.55,2,11,14,8,0,0,0,3,4,0,0,12,1,12.18,20.45,19,497138,17,338304,76,666.22,1128.38,897.3,2,21,28,19,5,1,0,8,7,0,0,20,2,14.88,18.55,47,1132276,44,1354380,199,689.56,1156.59,923.08,17,55,63,49,9,6,0,11,15,0,1,63,8,7500000
1007,2012-01-31,38,23,4,NA,NA,NA,NA,NA,NA,Investment,Cheremushki,5467178.309,102618,0.055779365,0.1363303,5628,1944,4,6141,6887,5,0,262,3,0,6,4,no,0,6,10,no,no,no,yes,no,no,no,no,130396,59093,71303,12524,6442,6082,65782,33606,32176,24312,7633,16679,5628,2817,2811,6141,3243,2898,13816,7102,6714,22262,10791,11471,11007,5665,5342,316,130,0,0,28,18,140,0,0,0,316,0,0,216,52,48,83,2.509492261,1.710200767,19.94189299,1.661824416,0.141847569,0.188401105,2.313130137,0.224967932,0.093043951,7.301447,5.488485,7.053489,7.207019412,86.48423294,42,7.025022431,9.802068517,42,0.1131648,1.3579776,0.570582693,no,6.062786149,6.328196002,9.368491318,10.62370307,11.33158449,3.428685248,16,no,3.652379547,2,3.806338079,no,13.33394533,32,7.490294808,8,15.52899001,5.426243904,1.465404959,0.547488581,5.727410958,2.151072939,4.547593012,2.551237498,1.434597374,2.776873704,4.662308112,5.060086239,3.539892933,2.098119052,19.13568266,1.997030705,3.763034607,3.826034663,0.810621436,0.51746741,0.471528219,0.188401105,1.494528184,0.691340838,2.636969141,4.155981796,4.448426133,2.345902885,0.20174073,satisfactory,11.7,26.13,0,0,0,0,2,650,1e3,825,0,1,0,1,0,0,0,0,0,0,0,0,0,22.38,29.83,6,256970,3,143000,7,828.57,1428.57,1128.57,0,1,3,1,2,0,0,0,1,0,0,0,0,26.62,24.47,10,492764,5,201000,24,708.33,1187.5,947.92,0,5,9,8,2,0,0,1,5,0,0,2,0,26.85,18.11,14,551089,6,203354,40,786.84,1289.47,1038.16,2,8,11,15,3,1,0,1,9,0,0,5,1,27.44,8.38,25,1335004,19,518954,117,703.6,1180.18,941.89,6,27,40,34,9,1,0,2,15,1,2,28,6,24.41,8.57,59,2110724,53,1587020,352,692.04,1162.24,927.14,13,97,116,92,31,2,1,7,33,2,7,83,12,6800000
1008,2012-01-31,45,28,7,NA,NA,NA,NA,NA,NA,Investment,Novogireevo,4395332.782,94561,0.063755213,0.038692987,6120,2215,4,6533,5824,4,0,1015,2,0,7,1,no,0,5,1,no,no,no,yes,no,no,no,no,72131,34296,37835,13523,6724,6799,56908,27219,29689,24130,7105,17025,6120,3096,3024,6533,3192,3341,14994,7422,7572,17070,7717,9353,11903,5928,5975,304,108,2,0,105,4,85,0,0,0,303,1,2,220,66,14,49,1.014521832,0.742750059,8.913000703,0.742750059,0.131992093,0.48416354,0.99703726,0.397475367,0.265524751,10.38258,1.771113,8.32692,1.847437405,22.16924886,31,1.847437405,3.436781322,31,0.192273853,2.307286232,0.690411592,no,2.000572643,6.652065756,9.608433896,10.15774817,11.72885722,2.000572635,1,no,2.249034068,10,0.57525513,no,12.30927705,5,5.454805675,3,3.206878062,14.14848882,0.85850587,1.869856746,5.17032832,1.402160912,13.83779503,1.968269428,0.815470723,2.180472316,1.97745542,3.707494271,0.69563858,0.847477783,8.93404044,1.257519633,2.541076511,3.039121303,0.440661435,1.933149331,1.011210739,0.48416354,0.582375242,1.080212652,9.162247105,0.498389492,0.28500921,2.476511954,0.394311948,poor,1.34,12.31,0,0,1,90,3,433.33,833.33,633.33,0,1,2,0,0,0,0,0,0,0,4,0,0,9.49,5.41,0,0,5,39106,11,581.82,1045.45,813.64,0,3,6,1,1,0,0,1,0,0,4,2,0,19.92,2.41,0,0,5,39106,19,605.26,1052.63,828.95,0,5,9,4,1,0,0,2,1,0,5,7,0,24.64,1.35,1,85000,5,39106,26,584.62,1019.23,801.92,0,9,11,4,2,0,0,2,2,0,5,14,2,26.98,4.1,6,155237,15,574946,49,612.5,1072.92,842.71,1,13,24,8,2,1,0,4,9,0,7,27,4,24.73,10.61,15,351244,22,841382,93,674.44,1144.44,909.44,3,24,36,23,5,2,0,7,17,0,9,54,10,6100000
1009,2012-01-31,106,68,4,NA,NA,NA,NA,NA,NA,Investment,Bogorodskoe,8659075.461,104410,0.416866452,0.069660344,7103,3107,7,6119,7277,9,0,NA,1,0,8,4,no,0,2,4,no,no,no,yes,no,no,no,no,1452550,655329,797221,13897,6937,6960,59366,30856,28510,31147,11500,19647,7103,3598,3505,6119,2984,3135,15630,7783,7847,311210,150254,160956,12479,6183,6296,413,104,4,0,215,7,63,0,20,0,413,4,14,316,61,18,25,1.689470563,0.920287548,11.04345057,0.920287548,0.093758313,0.428934752,2.442721279,0.111397292,0.540822596,16.38661,1.333367,10.24309,2.509709784,30.1165174,38,2.509709784,4.837286977,38,0.171524522,2.058294266,1.154294677,no,5.703914537,4.867166212,6.858183284,7.606859348,9.377333883,4.550402218,20,no,4.738321958,15,0.72199900400000006,no,6.732514115,97,3.7648084,10,7.327558186,12.3713387,0.668466673,0.844387851,3.113193862,5.04041699,16.78605668,5.249268736,0.795611986,2.232019138,4.459453088,1.791709281,0.600957081,0.425369165,5.078553302,1.584042582,3.258726396,1.247198846,0.927784453,1.082048006,0.500492655,0.428934752,1.557494701,1.150897685,7.143273727,4.452951043,5.159636622,0.862930289,0.221049148,poor,8.33,0,0,0,0,0,2,500,1e3,750,1,0,1,0,0,0,0,0,0,0,0,0,0,6.74,9.67,0,0,1,7000,2,500,1e3,750,1,0,1,0,0,0,0,0,0,0,1,5,0,18.05,16.63,1,20000,2,27000,5,575,1e3,787.5,1,1,2,1,0,0,0,0,1,0,1,7,0,29.19,16.29,7,227339,3,36200,7,633.33,1083.33,858.33,1,1,3,2,0,0,0,2,3,0,1,12,0,40.63,13.52,17,352250,8,54100,32,639.29,1107.14,873.21,4,8,13,5,1,1,0,6,8,0,1,29,0,42.29,11.75,73,1402865,31,1018670,202,712.17,1208.99,960.58,13,52,69,41,24,3,0,17,30,0,9,91,8,16000000
